6%; -10% Hydroksyetyloskrobia 200/0,5 Baxter | 11145525	1 ml roztw. do inf. zawiera 60 mg lub 100 mg hydroksyetyloskrobi.
Candezek Combi | 33266087	1 kaps zawiera 8 mg lub 16 mg kandesartanu cyleksetylu i 5 mg lub 10 mg amlodypiny co odpowiada 6,935 mg lub 13,87 mg amlodypiny bezylanu.
Canespor<sup>®</sup> Onychoset | 2094	1 g maści zawiera 10 mg bifonazolu i 400 mg mocznika.
Capecitabine Accord; Ecansya | 13722382; 22210103	1 tabl. powl. zawiera 150 mg, 300 mg lub 500 mg kapecytabiny.
Capecitabine Actavis | 22206838	1 tabl. powl. zawiera 150 mg lub 500 kapecytabiny.
Capecitabine Cipla; Capecitabine Fresenius Kabi; Capecitabine Glenmark; Capecitabine Zentiva; Capecitalox; Symloda; Vopecidex; Xeloda<sup>®</sup> | 3497; 20448014; 20448478; 20452655; 22207300; 22756772; 22757088; 23122813	1 tabl. powl. zawiera 150 mg lub 500 mg kapecytabiny.
Captopril Jelfa | 83657	1 tabl. zawiera 12,5 mg, 25 mg lub 50 mg kaptoprilu.
Captopril Polfarmex | 575	1 tabl. zawiera 12,5 mg; 25 mg lub 50 mg kaptoprylu.
Caramlo | 24923189	1 tabl. zawiera 8 mg lub 16 mg kandesartanu cyleksetylu i 5 mg lub 10 mg amlodypiny (w postaci amlodypiny bezylanu).
Cardilopin | 588	1 tabl. zawiera 2,5 mg, 5 mg lub 10 mg amlodypiny w postaci amlodypiny bezylanu.
Cardura<sup>®</sup> | 6119759	1 tabl. zawiera 1 mg, 2 mg lub 4 mg doksazosyny (w postaci metanosulfonianu doksazosyny).
Cardura<sup>®</sup> XL | 599	1 tabl. o zmodyf. uwalnianiu zawiera 4 mg lub 8 mg doksazosyny (w postaci doksazosyny mezylanu).
Carvedigamma 6,25 mg; -12,5 mg; -25 mg | 2187675	1 tabl. zawiera 6,25 mg, 12,5 mg lub 25 mg karwedilolu.
Carvedilol Genoptim; Carvedilol Orion; Carvedilol-ratiopharm<sup>®</sup> 6,25; -12,5; -25; Carvedilolum 123ratio 6,25 mg; -12,5 mg; -25 mg; Dilatrend<sup>®</sup>; Hypoten<sup>®</sup>; Vivacor<sup>®</sup> | 953; 3469; 1088584; 2928375; 4434077; 19664339; 37427606	1 tabl. zawiera 6,25 mg, 12,5 mg lub 25 mg karwedylolu.
Carvetrend; Coryol<sup>®</sup> | 780; 272175	1 tabl. zawiera 3,125 mg, 6,25 mg, 12,5 mg lub 25 mg karwedylolu.
Carzap | 17586495	1 tabl. zawiera 8 mg, 16 mg lub 32 mg kandesartanu cyleksetylu.
Carzap HCT | 17592844	1 tabl. zawiera 8 mg lub 16 mg kandesartanu cyleksetylu i 12,5 mg hydrochlorotiazydu. 1 tabl. zawiera 32 mg kandesartanu cyleksetylu i 12,5 mg lub 25 mg hydrochlorotiazydu.
Caspofungin Adamed; Caspofungin Stada | 37433988; 37581699	1 fiol. zawiera 50 mg lub 70 mg kaspofunginy w postaci kaspofunginy octanu.
Cavinton<sup>®</sup>; -Forte; Cavinton<sup>®</sup>; -Forte - (IR); Cavinton<sup>®</sup>; -Forte - (IR); Vinpoven<sup>®</sup>; - forte | 608; 37378475; 37712817; 38860792	1 tabl. zawiera 5 mg lub 10 mg winpocetyny.
Cazacombi<sup>®</sup> | 10360317	1 tabl. powl. zawiera 5 mg cylazaprylu (w postaci cylazaprylu jednowodnego) oraz 12,5 mg hydrochlorotiazydu.
Cazaprol | 10719136	1 tabl. powl. zawiera 1,044 mg, 2,61 mg lub 5,22 mg cylazaprylu jednowodnego, co odpowiada 1 mg, 2,5 mg lub 5 mg cylazaprylu.
Ceclor<sup>®</sup>; -MR | 612	1 tabl. powl. o przedł. uwalnianiu zawiera 375 mg, 500 mg lub 750 mg cefakloru. 5 ml zaw. zawiera 125 mg, 250 mg, 375 mg cefakloru.
Cefepim MIP Pharma | 30084265	Produkt leczniczy, 1 g  lub 2 g prosz. do sporządzania roztw. do wstrzyk./do inf.: 1 fiol. zawiera 1 g lub 2 g cefepimu w postaci cefepimu dichlorowodorku jednowodnego.
Cefotaxim-MIP | 2979979	1 fiolka zawiera 1 g lub 2 g cefotaksymu w postaci soli sodowej.
Cefox | 29492854	tabl. zawiera 250 mg lub 500 mg cefuroksymu w postaci cefuroksymu aksetylu.
Ceftazidim MIP Pharma | 30098018	1 fiol. zawiera 1 g lub 2 g ceftazydymu.
Cefuroxim-MIP 750 mg; -1500 mg | 7172310	1 fiol. zawiera 750 mg lub 1500 mg cefuroksymu w postaci cefuroksymu sodowego.
Cefuroxime Aurobindo | 23123743	1 tabl. zawiera 300,72 mg lub 601,44 mg aksetylu cefuroksymu równoważnego 250 mg lub 500 mg cefuroksymu.
Cefuroximum 123ratio | 23124233	1 tabl. zawiera 250 mg lub 500 mg cefuroksymu (w postaci cefuroksymu aksetylu).
Celebrex<sup>™</sup> | 620	1 kaps. zawiera 100 mg lub 200 mg celekoksibu.
Celsentri | 13056986	1 tabl. powl. zawiera 150 mg lub 300 mg marawiroku.
Ceprotin | 1279089	1 fiol. zawiera 500 j.m. lub 1000 j.m. białka C. Białko C z osocza ludzkiego oczyszczone za pomocą mysich przeciwciał monoklonalnych.
Cerezyme | 2920195	1 fiolka zawiera 200 j. lub 400 j. imiglucerazy.
Ceroxim<sup>®</sup> | 501362	1 tabl. zawiera 250 mg lub 500 mg cefuroksymu. 5 ml zawiesiny zawiera 125 mg lub 250 mg cefuroksymu.
Certican | 1787728	1 tabl. zawiera 0,25 mg lub 0,75 mg ewerolimusu. 1 tabl. do sporządzenia zawiesiny doustnej zawiera 0,25 mg ewerolimusu.
Cerugrip | 25822528	1 tabl. zawiera 325 mg paracetamolu, 30 mg pseudoefedryny chlorowodorku i 10 mg dekstrometorfanu bromowodorku.
Cetraxal Plus | 19830813	1 ml roztw. zawiera 3 mg cyprofloksacyny (w postaci chlorowodorku jednowodnego) oraz 0,25 mg fluocynolonu. Substancje pomocnicze o znanym działaniu: 0,6 mg parahydroksybenzoesan metylu (E218) w 1 ml, 0,3 mg parahydroksybenzoesan propylu (E216) w 1 ml.
Cezarius | 12200907	1 ml roztw. doust. zawiera 100 mg lewetyracetamu. 1 tabl. powl. zawiera 250 mg, 500 mg, 750 mg lub 1000 mg lewetyracetamu.
Champix<sup>®</sup> | 3120657	1 tabl. powl. zawiera 0,5 mg lub 1 mg warenikliny.
Chlorchinaldin H | 147363	1 g maści zawiera 30 mg chlorchinaldolu i 10 mg octanu hydrokortyzonu.
Chlorprothixen<sup>®</sup> Zentiva | 654	1 tabl. powl. zawiera 15 mg lub 50 mg chlorprothiksenu.
Cialis<sup>®</sup> | 90708	1 tabl. powl. zawiera 5 mg, 10 mg lub 20 mg tadalafilu.
Cidimus | 10360463	1 kaps. zawiera 0,5 mg, 1 mg lub 5 mg takrolimusu jednowodnego.
Cilan<sup>®</sup> | 4338970	1 tabl. powl. zawiera 0,5 mg, 1 mg, 2,5 mg lub 5 mg cylazaprylu.
Cilest<sup>®</sup> - (IR) | 19884395	1 tabl. zawiera 250 µg norgestimatu i 35 µg etynyloestradiolu.
Cinacalcet Accord | 29298331	1 tabl. zawiera 30 mg, 60 mg lub 90 mg cynakalcetu (w postaci cynakalcetu chlorowodorku).
Cinacalcet Bioton | 35262210	1 tabl. zawiera 30 mg, 60 mg lub 90 mg cynakalcetu w postaci cynakalcetu chlorowodoru.
Cinacalcet Mylan | 38416371	1 tabl. zawiera 30 mg lub 60 mg cynakalcetu.
Cinacalcet Teva | 32336770	1 tabl. powl. zawiera 30 mg, 60 mg lub 90 mg cynakalcetu.
Cinie 50; -100; Cinie 50; -100 - (IR) | 4500266; 37386794	1 tabl. zawiera 50 mg lub 100 mg sumatryptanu.
Ciphin<sup>®</sup> 250; -500 | 676	1 tabl. powl. zawiera 250 mg lub 500 mg chlorowodorku cyprofloksacyny.
Ciprinol 250; -500 | 678	1 tabl. zawiera 250 mg lub 500 mg cyprofloksacyny (w postaci chlorowodorku).
Ciprobay<sup>®</sup> 250; -500 | 681	1 tabl. powl. zawiera 250 lub 500 mg ciprofloksacyny w postaci chlorowodorku.
Cipronex<sup>®</sup> | 683	1 tabl. powl. zawiera 250 mg lub 500 mg cyprofloksacyny w postaci chlorowodorku co odpowiada 291 mg lub 582 mg chlorowodorku cyprofloksacyny.
Cipronex<sup>®</sup> | 7181005	1 pojemnik 50 ml, 100 ml lub 200 ml zawiera 100 mg, 200 mg lub 400 mg cyprofloksacyny w postaci monowodzianu chlorowodorku cyprofloksacyny.
Cipropol<sup>®</sup> | 685	1 tabl. powl. zawiera 250 mg lub 500 mg cyprofloksacyny.
Circlet | 10971814	Preparat zawiera 11,7 mg etonogestrelu i 2,7 mg etynyloestradiolu. System terapeutyczny dopochwowy uwalnia etonogestrel i etynyloestradiol w średniej ilości odpowiednio 0,120 mg i 0,015 mg w ciągu 24 h, przez okres 3 tyg.
Cisplatin-Ebewe | 2987110	1 ml zawiera 0,5 mg lub 1 mg cisplatyny.
Citabax<sup>®</sup> 10; -20; -40; Citabax<sup>®</sup> 10; -20; -40 - (IR) | 4493071; 37411166	1 tabl. powl. zawiera 10 mg, 20 mg lub 40 mg cytalopramu.
Citalopram Vitabalans | 25002347	1 tabl. powl. zawiera  20 mg lub 40 mg cytalopramu.
Citocartin 100; -200 | 11143709	1 ml roztworu zawiera 40 mg artykainy chlorowodorku i 0,005 mg lub 0,01 mg adrenaliny w postaci adrenaliny winianu.
Claritine Active | 24949102	1 tabl. o przedł. uwalnianiu zawiera: 5 mg loratadyny oraz 120 mg pseudoefedryny siarczanu.
Clatra<sup>®</sup> | 11120362	1 tabl. zawiera 10 mg lub 20 mg bilastyny.
Clazicon | 36978302	1 tabl.o zmodyf. uwalnianiu zawiera 30 mg lub 60 mg gliklazydu.
Clemastinum Hasco; Clemastinum WZF | 104637; 11143741	1 tabl. lub 10 ml syropu zawiera 1 mg klemastyny w postaci klemastyny fumaranu.
Clexane<sup>®</sup> | 697	1 amp.-strzyk. zawiera: 20 mg, 40 mg, 60 mg, 80 mg lub 100 mg soli sodowej enoksaparyny. 1 fiol. zawiera 100 mg soli sodowej enoksaparyny.
Clexane<sup>®</sup> forte | 32288804	1 amp.-strzyk. zawiera: 120 mg lub 150 mg enoksaparyny sodowej.
Clindamycin MIP 300; -600 | 90633	1 tabl. powl. zawiera 300 mg lub 600 mg klindamycyny.
Cliovelle<sup>®</sup> | 5102361	1 tabl. zawiera 1 mg estradiolu w postaci estradiolu walerianianu i 0,5 mg noretysteronu octanu.
Clobederm<sup>®</sup>; Novate | 705; 2240	1 g kremu lub maści zawiera 0,5 mg klobetazolu propionianu.
Clonazepamum TZF | 706	1 tabl. zawiera 0,5 lub 2 mg klonazepamu.
Clopixol<sup>®</sup> | 709	1 tabl. powl. zawiera 10 mg lub 25 mg zuklopentiksolu.
Clopizam; Klozapol<sup>®</sup>; Leponex<sup>®</sup> | 1709; 1769; 38063645	1 tabl. zawiera 25 mg lub 100 mg klozapiny.
Cloranxen<sup>®</sup> | 712	1 tabl. zawiera 5 mg lub 10 mg klorazepatu dipotasowego.
Clotrimazolum GSK | 100324	1 tabl. dopochwowa zawiera 100 mg lub 500 mg klotrymazolu.
Co-Amlessa | 22682497	1 tabl. zawiera 4 mg lub 8 mg peryndoprylu z tert-butyloaminą, 5 mg lub 10 mg amlodypiny (w postaci bezylanu) i 1,25 mg lub 2,5 mg indapamidu.
Co-Bespres - (IR); Co-Bespres - (IR); Co-Bespres - (IR) | 35252333; 38064246; 38064353	1 tabl. powl. zawiera: 160 mg walsartanu i 25 mg hydrochlorotiazydu.
Co-Diovan<sup>®</sup> | 728	1 tabl. powl. zawiera 80 mg lub 160 mg walsartanu i 12,5 mg hydrochlorotiazydu. 1 tabl. powl. zawiera 160 mg walsartanu i 25 mg hydrochlorotiazydu.
Co-Lecalpin | 37710014	1 tabl. zawiera 10 mg lub 20 mg enalaprylu maleinianu i 10 mg lerkanidypiny chlorowodorku.
Co-Nortivan | 9924459	1 tabl. powl. zawiera 80 mg lub 160 mg walsartanu i 12,5 mg lub 25 mg hydrochlorotiazydu.
Co-Valsacor | 9788262	1 tabl. powl. zawiera 80 mg, 160 mg lub 320 walsartanu i&nbsp;12,5 mg lub 25 mg hydrochlorotiazydu.
Co-Valsacor - (IR) | 38397398	1 tabl. powl. zawiera 320 mg walsartanu oraz 12,5 mg lub 25 mg hydrochlorotiazydu.
Co-amoxiclav Bluefish | 25009895	1 tabl. powl. zawiera 1006,25 mg amoksycyliny trójwodnej w ilości odpowiadającej 875 mg amoksycyliny oraz klawulanian potasu w ilości odpowiadającej 125 mg kwasu klawulanowego.
Coffecorn<sup>®</sup> mite; -forte | 732	1 tabl. drażowana zawiera 500 lub 1mg ergotaminy winianu oraz 25 lub 100mg kofeiny bezwodnej.
Cogiton 5; -10 | 507836	1 tabl. powl. zawiera 5 mg lub 10 mg chlorowodorku donepezilu co odpowiada 4,56 mg lub 9,12 mg donepezylu.
Cogiton ODT; Donepezil Peseri | 11121082; 20456445	1 tabl. uleg. rozp. w j. ustnej zawiera 5 mg lub 10 mg chlorowodorku donepezylu.
Cognomem; Nemdatine | 22493876; 26283094	1 tabl. powl. zawiera 10 mg lub 20 mg memantyny chlorowodorku.
Colistin TZF | 159144	1 fiolka zawiera 500 000 j.m. lub 1 000 000 j.m. kolistyny w postaci soli sodowej metanosulfonianu.
Combivir<sup>®</sup>; Lazivir | 750; 10954866	1 tabl. powl. zawiera 150 mg lamiwudyny i 300 mg zydowudyny.
Concerta<sup>®</sup> | 1198351	1 tabl. o przedłużonym uwalnianiu zawiera 18 mg, 36 mg lub 54 mg metylofenidatu.
Concor<sup>®</sup> COR 1,25; -2,5; -3,75; -5; -7,5; -10; Concor<sup>®</sup> COR 1,25; -2,5; -3,75; -5; -7,5; -10 - (IR); Concor<sup>®</sup> COR 1,25; -2,5; -3,75; -5; -7,5; -10 - (IR) | 755; 37406635; 37706980	1 tabl. powl. zawiera 1,25 mg, 2,5 mg, 3,75 mg, 5 mg, 7,5 mg lub 10 mg fumaranu bisoprololu.
Concoram<sup>®</sup>; Sobycombi | 12201132; 24913701	1 tabl. zawiera 5 mg lub 10 mg bisoprololu fumaranu oraz 5 mg lub 10 mg amlodypiny.
Convulex<sup>®</sup> 150; -300; -500 | 764	1 kaps. zawiera 150 mg, 300 mg lub 500 mg kwasu walproinowego.
Copegus | 11143876	1 tabl. powlekana zawiera 200 mg lub 400 mg rybawiryny.
Corectin 5; -10; Coronal 5<sup>®</sup>; -10<sup>®</sup> | 693057; 6516917	1 tabl. powl. zawiera 5 lub 10 mg bisoprololu fumaranu.
Corhydron 25; -100 | 564563	1 fiolka z proszkiem zawiera 25 lub 100 mg hydrokortyzonu w postaci buforowanego hydrokortyzonu sodu bursztynianu 35,10 lub 140,4 mg.
Cortare | 402738	1 dawka inhalacyjna zawiera 100 lub 250 µg dipropionianu beklometazonu.
Cosentyx | 25626252	1 fiol. z proszkiem zawiera 150 mg sekukinumabu. Po rekonstytucji 1 ml roztworu zawiera 150 mg sekukinumabu. Każda amp.-strzyk. zawiera 150 mg sekukinumabu w 1 ml. Sekukinumab jest rekombinowanym, w pełni ludzkim przeciwciałem monoklonalnym, skierowanym przeciwko interleukinie-17A. Sekukinumab należy do klasy IgG1/&kappa; i jest wytwarzany przez komórki jajnika chomika chińskiego (CHO).
Cosim; Epilac; Lackepila; Lacosamide Accord; Lacosamide Glenmark; Lacosamide Teva; Lacosamide Zentiva | 39907527; 39975262; 40025010; 40025013; 40025761; 40025764; 40026093	1 tabl. powl. zawiera 50 mg, 100 mg, 150 mg lub 200 mg lakozamidu.
Cosopt<sup>®</sup> | 781	1 ml roztworu zawiera 22,26 mg chlorowodorku dorzolamidu, co odpowiada 20 mg dorzolamidu i 6,83 mg maleinianu tymololu, co odpowiada 5 mg tymololu.
Cozaar<sup>®</sup> | 782	1 tabl. zawiera 50 lub 100 mg losartanu potasowego.
Crestor | 10756408	1 tabl. zawiera 5, 10, 20 lub 40 mg rozuwastatyny w postaci soli wapniowej. 1 tabl. zawiera 94,88, 91,3, 182,6 lub 168,32 mg laktozy jednowodnej.
Crixivan<sup>®</sup>  400 | 785	1 kaps. twarda zawiera 200 mg, 333 mg lub 400 mg indinawiru w postaci siarczanu.
Crosuvo | 20772607	1 tabl. zawiera 5,10, 20 lub 40mg rozuwastatyny w postaci soli wapniowej.
Crotamiton Farmapol | 795	1 g płynu i 1 g maści do stosowania na skórę zawiera 100 mg krotamitonu.
Cubicin 350; 500 | 5378007	1 fiolka zawiera 350 mg lub 500 mg daptomycyny.
Curacne<sup>®</sup>; Curacne<sup>®</sup> - (IR) | 3220683; 37345708	1 kaps. zawiera 5 mg, 10 mg, 20 mg lub 40 mg izotretynoiny.
Cyclaid | 10478086	1 kaps. zawiera 25 mg, 50 mg lub 100 mg cyklosporyny.
Cyclo-Progynova<sup>®</sup> | 812	1 biała tabl. powl. zawiera 2,0 mg estradiolu walerianianu. 1 jasnobrązowa tabl. powlekana zawiera 2,0 mg estradiolu walerianianu i 0,5 mg norgestrelu.
Cyprest | 3120448	1 tabl. draż. zawiera 0,035 mg etynyloestradiolu oraz 2 mg cyproteronu octan.
Cyprodiol<sup>®</sup> | 10418653	1 tabl.draż. zawiera 2 mg cyproteronu i 0,035 mg etynyloestradiolu. 1 tabl. powl. zawiera 2 mg cyproteronu i 0,035 mg etynyloestradiolu.
Cystagon | 1788466	1 kaps. twarda zawiera 50 mg lub 150 mg cysteaminy (w postaci dwuwinianu merkaptaminy).
Cytosar<sup>®</sup> | 819	1 fiolka zawiera 100 mg, 500 mg lub 1 g cytarabiny.
DHC Continus<sup>®</sup> | 910	1 tabl. o&nbsp;zmodyfikowanym uwalnianiu zawiera 60 mg, 90 mg lub 120 mg winianu dihydrokodeiny.
Dacarbazin Teva 100; -200 | 824	1 fiolka zawiera 100 mg lub 200 mg dakarbazyny.
Dafalgan Codeine; Dafalgan Codeine - (IR) | 10982734; 37342945	1 tabl. powlekana zawiera 500 mg paracetamolu i 30 mg fosforanu kodeiny półwodnego.
Daivobet<sup>®</sup> | 16372504	1 g żelu zawiera 50 &mu;g kalcypotriolu i 0,5 mg betametazonu.
Daivobet<sup>®</sup> | 242665	1 g maści zawiera 50 µg kalcypotriolu i 0,5 mg betametazonu.
Dalacin<sup>®</sup> | 832	1 opakowanie zawiera tubę kremu (40 g) oraz 7 aplikatorów. Po napełnieniu aplikatora kremem 1 dawka (około 5 g) zawiera 100 mg fosforanu klindamycyny.
Dalacin<sup>®</sup> T | 835	1 ml płynu i emulsji oraz 1 g żelu zawiera 10 mg klindamycyny.
Damloc | 32325322	1 tab. zawiera 5 mg lub 10 mg amlodypiny w postaci amlodypiny bezylanu.
Daylette; Daylette - (IR); Daylette - (IR); Naraya; Naraya Plus; Teenia<sup>®</sup>; Teenia<sup>®</sup> - (IR); Teenia<sup>®</sup> - (IR); Yasminelle - (IR); Yasminelle<sup>®</sup> | 3122680; 9926264; 11391101; 18219241; 20085747; 37334919; 37355506; 37465099; 37507825; 37629630	1 tabl. powl. zawiera 3 mg drospirenonu i 0,02 mg etynyloestradiolu.
Defur | 11143999	1 tabl. zawiera 1 mg lub 2 mg tolterodyny winianu (co odpowiada 0,68 lub 1,37 mg tolterodyny).
Delmuno 2,5; -5 | 10465119	1 tabl. powl. zawiera 2,5 mg ramiprylu i 2,5 mg felodypiny.
Depakine<sup>®</sup> Chrono 300; -500 | 184385	1 tabl. zawiera kwas walproinowy i jego sól sodową w przeliczeniu na walproinian sodu 300 mg lub 500 mg.
Depakine<sup>®</sup> Chronosphere | 3209254	1 sasz. zawiera kwas walproinowy i jego sól sodową w przeliczeniu na walproinian sodu 100 mg, 250 mg, 500 mg, 750 mg lub 1000 mg.
Depo-Provera<sup>™</sup>; Depo-Provera<sup>™</sup> - (IR) | 1021950; 37516865	1 ml zawiesiny zawiera 50 lub 150 mg octanu medroksyprogesteronu.
Deprexolet<sup>®</sup> | 3222508	1 tabl. powl. zawiera 10 mg lub 30 mg chlorowodorku mianseryny.
Deprilept | 36208985	1 tabl. powl. zawiera 10 mg lub 20 mg escytalopramu, co odpowiada 12,77 mg lub 25,54 mg escytalopramu szczawianu.
Dermafusin; Fucidin<sup>®</sup>; Fucidin<sup>®</sup> - (IR); Fucidin<sup>®</sup> - (IR) | 242871; 11057433; 37387441; 37672262	1 g kremu lub maści zawiera 20 mg kwasu fusydowego.
Dermisil | 37665587	1 g kremu zawiera 20 mg kwasu fusydynowego i 1 mg betametazonu, w postaci 1,214 mg betametazonu walerianianu.
Descovy | 31936311	1 tabl. zawiera 200 mg emtrycytabiny oraz fumaran alafenamidu tenofowiru, co odpowiada 10 mg alafenamidu tenofowiru.
Dessette | 20840175	1 tabl. zawiera 20 µg etynyloestradiolu i 150 µg dezogestrelu.
Dessette forte | 22133782	1 tabl. powl. zawiera 30 µg etynyloestradiolu i 150 µg dezogestrelu.
Detreomycyna 1%; -2% | 898	1 g maści zawiera 10 mg lub 20 mg chloramfenikolu.
Devipasta | 11144065	1 g pasty zawiera 450 mg paraformaldehydu i 370 mg lidokainy.
Dexadent<sup>®</sup> | 1788551	1 g maści zawiera 10 mg octanu deksametazonu, 25 mg siarczanu framycetyny i 2,5 mg. polimyksyny B siarczanu.
Dexamethasone Krka | 32858445	1 tabl. zawiera 4 mg lub 8 mg deksametazonu.
Dexamethasone Krka | 32858813	1 tabl. zawiera 20 mg lub 40 mg deksametazonu.
Dexapolcort<sup>®</sup> N | 905	1 g zawiesiny zawiera 1,38 mg neomycyny siarczanu i 0,28 mg deksametazonu.
Diacomit | 13173304	1 kaps. zawiera 250 mg lub 500 mg styrypentolu. 1 saszetka zawiera 250 mg lub 500 mg styrypentolu.
Diane<sup>®</sup>-35 | 917	1 tabl. zawiera 2 mg octanu cyproteronu i  0,035 mg etynylestradiolu.
Diaprel<sup>®</sup> MR; Gliclada<sup>®</sup> | 919; 6011156	1 tabl. o zmodyfikowanym uwalnianiu zawiera 30 mg lub 60 mg gliklazydu.
Diclac<sup>®</sup> 100 - (IR); Diclac<sup>®</sup> 50; -100; -75 Duo; -150 Duo | 925; 37528101	1 tabl. powl. dojelitowa zawiera 50 mg soli sodowej diklofenaku. 1 tabl. o&nbsp;zmod. uwalnianiu zawiera 75 mg lub 150 mg soli sodowej diklofenaku (w tym 12,5 mg szybko uwalnianej i&nbsp;62,5 mg wolno uwalnianej lub 25 mg szybko uwalnianej i&nbsp;125 mg wolno uwalnianej). 1 czopek doodbytniczy zawiera 50 mg lub 100 mg soli sodowej diklofenaku.
Diclofenac 50; -100 | 930	1 czopek zawiera 50 mg lub 100 mg diklofenaku sodowego.
Dicloratio | 932	1 ampułka 2 ml zawiera 75 mg diklofenaku sodowego oraz 20 mg lidokainy chlorowodorku.
Dicloreum | 159117	1 amp. zawiera 75 mg diklofenaku sodowego, 119 mg/dawkę alkoholu benzylowego, 581 mg/dawkę glikolu propylenowego oraz poniżej 23 mg jonów sodu.
Dicuno | 25003253	1 tabl. zawiera 25 mg lub 50 mg diklofenaku potasowego.
Differin<sup>®</sup>; Differin<sup>®</sup> - (IR); Differin<sup>®</sup> - (IR); Differin<sup>®</sup> - (IR) | 941; 26278493; 37456148; 37529421	1 g kremu lub żelu zawiera 1 mg adapalenu.
Diflucan<sup>®</sup> | 942	1 kaps. zawiera 50 mg lub 150 mg flukonazolu.
Digoxin Teva | 184473	1 tabl. zawiera 100 µg lub 250 µg digoksyny.
Dilzem<sup>®</sup> retard 90; -120; -180 | 956	1 tabl. o przedłużonym uwalnianiu zawiera 90 mg, 120 mg lub 180 mg diltiazemu chlorowodorku.
Dionelle - (IR); Dionelle - (IR); Dionelle<sup>®</sup> | 26276979; 37239653; 37529910	1 tabl. zawiera 0,03 mg etynyloestradiolu i 2 mg dienogestu.
Diphergan<sup>®</sup> | 148003	1 tabl. draż. zawiera 10 mg lub 25 mg prometazyny chlorowodorku.
Dipperam | 38772921	1 tabl. powl. zawiera 5 mg lub 10 mg amlodypiny w postaci amlodypiny bezylanu i 80 mg lub 160 mg walsartanu.
Diprogenta; Diprogenta - (IR); Diprogenta - (IR) | 965; 37246626; 37530175	1 g kremu lub maści zawiera 0,64 mg betametazonu dipropionianu (co odpowiada 0,5 mg betametazonu) i 1 mg gentamycyny w postaci gentamycyny siarczanu.
Diprosalic; Diprosalic - (IR); Diprosalic - (IR) | 971; 37275570; 37530746	1 g maści zawiera 0,64 mg betametazonu dipropionianu (co odpowiada 0,5 mg betametazonu) i 30 mg kwasu salicylowego. 1 g płynu zawiera 0,64 mg betametazonu dipropionianu (co odpowiada 0,5 mg betametazonu) oraz 20 mg kwasu salicylowego.
Dironorm | 9000901	1 tabl. zawiera 10 mg lub 20 mg lizynoprylu (w postaci lizynoprylu dwuwodnego) i 5 mg lub 10 mg amlodypiny (w postaci amlodypiny bezylanu).
Distreptaza<sup>®</sup> | 370731	1 czopek (2 g) zawiera 15 000 j.m. streptokinazy i 1250 j.m. streptodornazy.
Diured | 9916000	1 tabl. zawiera 5 mg, 10 mg lub 20 mg torasemidu.
Diuver<sup>®</sup>; Diuver<sup>®</sup> - (IR); Diuver<sup>®</sup> - (IR) | 1093751; 37278824; 37535924	1 tabl. zawiera 5 mg lub 10 mg torasemidu. Tabl. 5 mg zawierają 58,44 mg laktozy jednowodnej w tabl., tabl. 10 mg zawierają 116,88 mg laktozy jednowodnej w tabl.
Divina | 988	1 biała tabl. zawiera: 2 mg estradiolu walerianianu. 1 niebieska tabl. zawiera: 2 mg estradiolu walerianianu i 10 mg medroksyprogesteronu octanu.
Dolopt Plus | 9951804	1 ml roztw. zawiera 20 mg dorzolamidu w postaci chlorowodorku dorzolamidu oraz 5 mg tymololu w postaci tymololu maleinianu.
Doloxib<sup>®</sup> | 36986383	1 tabl. powl. zawiera 30 mg, 60 mg lub 90 mg etorykoksybu.
Doltard<sup>®</sup> | 1004	1 tabl. o&nbsp;przedłużonym działaniu zawiera 10 mg, 30 mg, 60 mg lub 100 mg morfiny siarczanu.
Donecept; Donecept - (IR); Donepezil Polfarmex | 10735993; 11610705; 38402641	1 tabl. powl. zawiera 5 mg lub 10 mg chlorowodorku donepezylu.
Donegen ODT; Ricordo | 10971522; 11057450	1 tabl. zawiera 5 mg lub 10 mg chlorowodorku donepezylu.
Donepesan | 26301777	1 tabl. zawiera 5 mg lub 10 mg donepezylu chlorowodorku.
Donepestan | 30247929	1 tabl. powl. zawiera 5 mg lub 10 mg donepezylu chlorowodorku jednowodnego.
Donepex | 293795	1 tabl. powl. zawiera 5 mg lub 10 mg donepezylu chlorowodorku.
Donepezil hydrochloride Sanovel; Doneprion; Donesyn | 7718085; 9920215; 12203049	1 tabl. powl. zawiera 5 mg lub 10 mg chlorowodorku donepezylu, co odpowiada 4,56 mg lub 9,12 mg donepezylu.
Donestad | 20867276	1 tabl. powl. zawiera 5 mg lub 10 mg donepezylu chlorowodorku, co odpowiada 4,56 mg lub 9,12 mg donepezylu.
Dopaminum Hydrochloricum WZF 1%; -4% | 1007	1 ml roztw. zawiera 10 mg lub 40 mg dopaminy chlorowodorku.
Doreta | 9790310	1 tabl. powl. zawiera 37,5 mg lub 75 mg tramadolu chlorowodorku co odpowiada 32,94 mg lub 65,88 mg tramadolu oraz 325 mg lub 650 mg paracetamolu.
Doreta SR | 28591449	1 tabl. o przedł. uwalnianiu zawiera 75 mg tramadolu chlorowodorku, co odpowiada 65,88 mg tramadolu oraz 650 mg paracetamolu.
Dormicum<sup>®</sup> | 153776	1 tabl. powl. zawiera 7,5 mg lub 15 mg midazolamu w postaci maleinianu midazolamu.
